Date,AAPL,MSFT,NVDA,GOOGL,AMZN
2025-06-02,35423300,16626500,197663100,38612300,29113300
2025-06-03,46381600,15743800,225578800,45084900,33139100
2025-06-04,43604000,14162700,167120800,26900800,29915600
2025-06-05,55126100,20131700,231397900,36379100,51864200
2025-06-06,46607700,15285600,153986200,35731800,39832500
2025-06-09,72862600,16469900,185114500,28935900,38102500
2025-06-10,54672600,15375900,155881900,61766100,31303300
2025-06-11,60989900,16399200,167694000,31646800,39326000
2025-06-12,43904600,18950600,162365000,20941900,27640000
2025-06-13,51447300,16814500,180820600,27663100,29337800
2025-06-16,43020700,15626100,183133700,27389200,33284200
2025-06-17,38856200,15414100,139108000,24973000,32086300
2025-06-18,45394700,17526500,161494100,28707500,44360500
2025-06-20,96813500,37576200,242956200,75659900,75350700
2025-06-23,55814300,24864000,154308900,57671000,37311700
2025-06-24,54064000,22305600,187566100,40524300,38378800
2025-06-25,39525700,17495100,269146500,35479000,31755700
2025-06-26,50799100,21578900,198145700,31796700,50480800
2025-06-27,73188600,34539200,263234500,108140200,119217100
2025-06-30,91912800,28369000,194580300,63378900,58887800
2025-07-01,78788900,19945400,213143600,35904500,39256800
2025-07-02,67941800,16319600,171224100,29128900,30894200
2025-07-03,34955800,13984800,143716100,21689700,29632400
2025-07-07,50229000,13981600,140139000,34175600,36604100
2025-07-08,42848900,11846600,138133000,40442500,45692000
2025-07-09,48749400,18659500,183656400,43025600,38155100
2025-07-10,44443600,16492100,167704100,29252400,30370600
2025-07-11,39765800,16459500,193633300,34282900,50518300
2025-07-14,38840100,12058800,136975800,32536600,35702600
2025-07-15,42296300,14927200,230627400,33448300,34907300
2025-07-16,47490500,15154400,158831500,33104200,39535900
2025-07-17,48068100,17503100,160841100,31992600,31855800
2025-07-18,48974600,21209700,146456400,34014500,37833800
2025-07-21,51377400,14066800,123126100,45803100,40297600
2025-07-22,46404100,13868600,193114300,44660200,37483700
2025-07-23,46989300,16396600,154082200,58681900,28294900
2025-07-24,46022600,16107000,128984600,74881700,42902300
2025-07-25,40268800,19125700,122316800,39785900,28712100
2025-07-28,37858000,14308000,140023500,38139500,26300100
2025-07-29,51411700,16469200,154077500,41389200,33716200
2025-07-30,45512500,26380400,174312200,32445400,32993300
2025-07-31,80698400,51617300,221685400,51329200,104357300
2025-08-01,104434500,28977600,204529000,34832200,122258800
2025-08-04,75109300,25349000,148174600,31547400,77890100
2025-08-05,44155100,19171600,156407600,31602300,51505100
2025-08-06,108483100,21355700,137192300,21562900,54823000
2025-08-07,90224800,16079100,151878400,26321800,40603500
2025-08-08,113854000,15531000,123396700,39161800,32970500
2025-08-11,61806100,20194400,138323200,25832400,31646200
2025-08-12,55626200,18667000,145485700,30397900,37185800
2025-08-13,69878500,19619200,179871700,28342900,36508300
2025-08-14,51916300,20269100,129554000,25230400,61545800
2025-08-15,56038700,25213300,156602200,34931400,39649200
2025-08-18,37476200,23760600,132008000,18526600,25248900
2025-08-19,39402600,21481000,185229200,24240200,29891000
2025-08-20,42263900,27723000,215142700,28955500,36604300
2025-08-21,30621200,18443300,140040900,19774600,32140500
2025-08-22,42477800,24324200,172789400,42827000,37315300
2025-08-25,30983100,21638600,163012800,29928900,22633700
2025-08-26,54575100,30835700,168688200,28464100,26105400
2025-08-27,31259500,17277900,235518900,23022900,21254500
2025-08-28,38074700,18015600,281787800,32339300,33679600
2025-08-29,39418400,20961600,243257900,39728400,26199200
2025-09-02,44075600,18128000,231164900,47523000,38843900
2025-09-03,66427800,16345100,164424900,103336100,29223100
2025-09-04,47549400,15509500,141670100,51684200,59391800
2025-09-05,54870400,31994800,224441400,46588900,36721800
2025-09-08,48999500,16771000,163769100,32474700,33947100
2025-09-09,66313900,14410500,157548400,38061000,27033800
2025-09-10,83440800,21611800,226852000,35141100,60907700
2025-09-11,50208600,18881600,151159300,30599300,37485600
2025-09-12,55824200,23624900,124911000,26771600,38496200
2025-09-15,42699500,17143800,147061600,58383800,33243300
2025-09-16,63421100,19711900,140737800,34109700,38203900
2025-09-17,46508000,15816600,211843800,34108000,42815200
2025-09-18,44249600,18913700,191763300,31239500,37931700
2025-09-19,163741300,52474100,237182100,55571400,97943200
2025-09-22,105517400,20009300,269637000,32290500,45914500
2025-09-23,60275200,19799600,192559600,26628000,70956200
2025-09-24,42303700,13533700,143564100,28201000,49509000
2025-09-25,55202100,15786500,191586700,31020400,52226300
2025-09-26,46076300,16213100,148573700,18503200,41650100
2025-09-29,40127700,17617800,193063500,32505800,44259200
2025-09-30,37704300,19728200,236981000,34724300,48396400
2025-10-01,48713900,22632300,173844900,31658200,43933800
2025-10-02,42630200,21222900,136805800,25483300,41258600
2025-10-03,49155600,15112300,137596900,30249600,43639000
2025-10-06,44664100,21388600,157678100,28894700,43690900
2025-10-07,31955800,14615200,140088000,23181300,31194700
2025-10-08,36496900,13363400,130168900,21307100,46686000
2025-10-09,38322000,18343600,182997200,27892100,46412100
2025-10-10,61999100,24133800,268774400,33180300,72367500
2025-10-13,38142900,14284200,153482800,24995000,37809700
2025-10-14,35478000,14684300,205641400,22111600,45665600
2025-10-15,33893600,14694700,214450500,27007700,45909500
2025-10-16,39777000,15559600,179723300,27997200,42414600
2025-10-17,49147000,19867800,173135200,29671600,45986900
2025-10-20,90483000,14665600,128544700,22350200,38882800
2025-10-21,46695900,15586200,124240200,47312100,50494600
2025-10-22,45015300,18962700,162249600,35029400,44308500
2025-10-23,32754900,14023500,111363700,19901400,31540000
2025-10-24,38253700,15532400,131296700,28655100,38685100
2025-10-27,44888200,18734700,153452700,35235200,38267000
2025-10-28,41534800,29986700,297986200,29738600,47100000
2025-10-29,51086700,36023000,308829600,43580300,52036200
2025-10-30,69886500,41023100,178864400,74876000,102252900
2025-10-31,86167100,34006400,179802200,39267900,166340800
2025-11-03,50194600,22374700,180267300,29786000,95997800
2025-11-04,49274800,20958700,188919300,30078400,51546300
2025-11-05,43683100,23024300,171350300,31010300,40610700
2025-11-06,51204000,27406500,223029800,37173600,46004200
2025-11-07,48227400,24019800,264942300,34479600,46374300
2025-11-10,41312400,26101500,198897100,29557300,36476500
2025-11-11,46208300,17980000,176483300,19842100,23564100
2025-11-12,48398000,26574900,154935300,24829900,31190100
2025-11-13,49602800,25273100,207423100,29494000,41401700
2025-11-14,47431300,28505700,186591900,31647200,38956700
2025-11-17,45018300,19092800,173628900,52670200,59919000
2025-11-18,45677300,33815100,213598900,49158700,60608400
2025-11-19,40424500,23245300,247246400,68198900,58335600
2025-11-20,45823600,26802500,343504800,62025200,50309000
2025-11-21,59030800,31769200,346926200,74137700,68490500
2025-11-24,65585800,34421000,256618300,85165100,54318400
2025-11-25,46914200,28019800,320600300,88632100,39379300
2025-11-26,33431400,25709100,183852000,51373400,38497900
2025-11-28,20135600,14386700,121332800,26018600,20292300
2025-12-01,46587700,23964000,188131000,41183000,42904000
2025-12-02,53669500,19562700,182632200,35854700,45785400
2025-12-03,43538700,34615100,165138000,41838300,35495100
2025-12-04,43989100,22318200,167364900,31240900,45683200
2025-12-05,47265800,22608700,143971100,28851700,33117400
2025-12-08,38211800,21965900,204378100,33909400,35019200
2025-12-09,32193300,14696100,144719700,30194000,25841700
2025-12-10,33038300,35756200,162785400,33428900,38790700
2025-12-11,33248000,24669200,182136600,42353700,28249600
2025-12-12,39532900,21248100,204274900,35940200,35639100
2025-12-15,50409100,23727700,164775600,29151900,47286100
2025-12-16,37648600,20705600,148588100,30585000,39298900
2025-12-17,50138700,24527200,222775500,43930400,44034400
2025-12-18,51630700,28573500,176096000,33518000,50272400
2025-12-19,144632000,70836100,324925900,59943200,85544400
2025-12-22,36571800,16963000,129064400,26429900,32261300
2025-12-23,29642000,14683600,174873600,25478700,29230200
2025-12-24,17910600,5855900,65528500,10097400,11420500
2025-12-26,21521800,8842200,139740300,10899000,15994700
2025-12-29,23715200,10893400,120006100,19621800,19797900
2025-12-30,22139600,13944500,97687300,17380900,21910500
2025-12-31,27293600,15601600,120100500,16377700,24383700
2026-01-02,37838100,25571600,148240500,32009400,51456200
2026-01-05,45647200,25250300,183529700,30195600,49733300
2026-01-06,52352100,23037700,176862600,31212100,53764700
2026-01-07,48309800,25564200,153543200,35104400,42236500
2026-01-08,50419300,18162600,172457000,31896100,39509800
2026-01-09,39997000,18491000,131327500,26214200,34560000
2026-01-12,45263800,23519900,137968500,33923900,35867800
2026-01-13,45730800,28545800,160128900,33517600,38371800
2026-01-14,40019400,28184300,159586100,28525600,41410600
2026-01-15,39388600,23225800,206188600,28442400,43003600
2026-01-16,72142800,34246700,187967200,40341600,45888300
2026-01-20,80267500,26130000,223345300,35361000,47737900
2026-01-21,54641700,37980500,200381000,35386600,47276100
2026-01-22,39708300,25349400,139636600,26253600,31913300
2026-01-23,41689000,38000200,142748100,27280000,33778500
2026-01-26,55969200,29291200,124799600,26042100,32825500
2026-01-27,49648300,29213900,143711600,21636200,38029200
2026-01-28,41288000,36875400,148552700,27434400,40882700
2026-01-29,67253000,128855300,171764400,39785600,47229600
2026-01-30,92443400,58566800,179489500,31024000,46585000
2026-02-02,73913400,42219900,165794100,32006100,37546100
2026-02-03,64394700,61424100,204019600,36506700,53831300
2026-02-04,90545700,45012400,207014100,70618400,51299900
2026-02-05,52977400,66289200,206312900,88205800,103509200
2026-02-06,50453400,53515300,231346200,56380500,179210900
2026-02-09,44623400,45480500,196387400,39640100,91178400
2026-02-10,34376900,44857900,136764800,39170000,67175000
2026-02-11,51931300,42491000,144192700,45406400,65545500
2026-02-12,81077200,40802400,189932500,47761300,83975400
2026-02-13,56290700,34091600,161888000,38499700,66321600
2026-02-17,58469100,32078800,162276900,39247600,69879200
2026-02-18,34203300,23223400,164749100,28482100,51003300
2026-02-19,30845300,28234000,126554500,25834400,35669600
2026-02-20,42070500,34015200,178422300,53210800,65881600
2026-02-23,37308200,43238300,171584800,31423000,53581500
2026-02-24,47014600,33884700,175123600,25615600,41137200
2026-02-25,33714300,43625500,250637100,29963600,41346400
2026-02-26,32345100,34405900,360807900,36431200,47756800
2026-02-27,72366500,51367200,311636500,44640600,57422800
2026-03-02,41827900,35474900,209095300,34790200,46001000
2026-03-03,38568900,38199200,178099400,35497000,43184900
2026-03-04,39803100,35808000,177731200,29536200,54731100
2026-03-05,49658600,39001300,198779700,35752300,60943400
2026-03-06,41120000,31123900,189021900,25576900,51152700
2026-03-09,38218500,30131900,177213600,29312100,54642900
2026-03-10,30590800,31706400,179118500,23239700,35678800
2026-03-11,26218900,25512100,145280400,24125700,34199300
2026-03-12,40794000,27263900,155762700,24928300,44349500
2026-03-13,36930000,26848000,160988400,23693100,35662100
2026-03-16,32074200,27733700,217307400,23519700,42209300
2026-03-17,32361600,26228300,182497800,21955200,44969900
2026-03-18,35757900,25908500,156683100,20009800,37846600
2026-03-19,34864100,25138800,170968500,25075800,36440600
2026-03-20,88331100,50853200,241323500,44364100,63694600
2026-03-23,40546100,29680100,182836300,29326900,44277400
2026-03-24,45152300,42733600,147667800,36864300,35351400
2026-03-25,28476700,31181200,162602100,29460700,36388800
2026-03-26,41796700,36836600,186152200,39080600,46746000
2026-03-27,47900000,37883400,196212700,35890600,56009800
2026-03-30,39446200,44797000,185627000,35141200,46373800
2026-03-31,49598100,45244400,226181300,43875400,58470100
2026-04-01,40059400,29417200,168132000,37684500,45955400
2026-04-02,31289400,24099100,143143200,21666500,31453000
2026-04-06,29329900,16146600,107564300,16945500,25385500
2026-04-07,62148000,21443300,132534900,23205400,28154600
2026-04-08,41032800,33064800,147732700,33547100,51092700
2026-04-09,28121600,30435300,116428500,23739200,65964200
2026-04-10,31291500,28111100,160459500,19152600,56912800
2026-04-13,36234700,35745800,133648200,18866400,42166200
2026-04-14,48370700,37504500,161307000,27721400,72685000
2026-04-15,49913500,45063400,185338400,24918800,43045200
2026-04-16,43323100,41642400,134012900,20541500,41895700
2026-04-17,61436200,48568200,160324400,25581900,52029300
2026-04-20,36590200,27582200,119381400,18784200,39463100
